barcode,page,page_url,crop_filename,x,y,width,height
11609498,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-21-30-%5B11609498%5D/11609498-p4.jpg,11609498-4-thumbprint-0.jpg,506.93972780298117,388.6629577313193,325.51652624756963,223.9773815454982
7473888,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-91-100-%5B7473888%5D/7473888-p2.jpg,7473888-2-thumbprint-0.jpg,269.15856236786465,409.9070379392859,101.2431289640592,112.35403750745485
7473888,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-91-100-%5B7473888%5D/7473888-p2.jpg,7473888-2-thumbprint-1.jpg,480.28752642706127,148.159170339501,109.88583509513741,149.39383009233015
7473888,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-91-100-%5B7473888%5D/7473888-p2.jpg,7473888-2-thumbprint-2.jpg,374.1057082452432,223.4734152620806,104.94714587737845,130.87393379989254
7473888,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1903-91-100-%5B7473888%5D/7473888-p2.jpg,7473888-2-thumbprint-3.jpg,844.5158562367865,521.026415693911,123.46723044397461,153.09780935081767
7473940,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1905-121-130-%5B7473940%5D/7473940-p2.jpg,7473940-2-thumbprint-0.jpg,808.3189085361006,797.9643883930404,221.340118744699,171.9423265465956
11017345,11,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-271-280-%5B11017345%5D/11017345-p11.jpg,11017345-11-thumbprint-0.jpg,256.1850505071025,1379.6119832552451,202.1966145767205,168.08300399129052
11017345,9,https://invisibleaus.s3.amazonaws.com/ST84-1/1906-271-280-%5B11017345%5D/11017345-p9.jpg,11017345-9-thumbprint-0.jpg,190.4503486488271,1382.1082654927395,198.86827524212433,173.90766254544428
11609500,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1907-461-470-%5B11609500%5D/11609500-p2.jpg,11609500-2-thumbprint-0.jpg,785.7364341085272,891.0106986723182,251.78294573643416,269.14817694364785
12030706,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1907-591-594-%5B12030706%5D/12030706-p2.jpg,12030706-2-thumbprint-0.jpg,745.8492755987207,823.1342463087738,256.3860906397407,240.4386174016688
7461056,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1909-21-21-30-%5B7461056%5D/7461056-p2.jpg,7461056-2-thumbprint-0.jpg,628.280744522004,711.4701208991391,162.51855180565894,427.363609000329
7461056,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1909-21-21-30-%5B7461056%5D/7461056-p2.jpg,7461056-2-thumbprint-1.jpg,623.7061253103528,690.216050469212,132.20353841715848,160.59080845229587
7461427,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1913-120-31-40-%5B7461427%5D/7461427-p2.jpg,7461427-2-thumbprint-0.jpg,787.2703953161263,1758.485151098662,180.26312708399826,285.1100401885908
7461504,8,https://invisibleaus.s3.amazonaws.com/ST84-1/1914-149-1-10-%5B7461504%5D/7461504-p8.jpg,7461504-8-thumbprint-0.jpg,668.2040894545365,316.3948445552059,189.08805740461446,144.15623095118855
7461811,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1917-211-81-90-%5B7461811%5D/7461811-p2.jpg,7461811-2-thumbprint-0.jpg,52.40155342296077,1164.7367461828576,161.7781895303636,270.6757487012396
7461811,4,https://invisibleaus.s3.amazonaws.com/ST84-1/1917-211-81-90-%5B7461811%5D/7461811-p4.jpg,7461811-4-thumbprint-0.jpg,86.63290226427296,1199.1563263323994,161.2261964652987,230.35168865685523
7461835,2,https://invisibleaus.s3.amazonaws.com/ST84-1/1917-214-21-30-%5B7461835%5D/7461835-p2.jpg,7461835-2-thumbprint-0.jpg,113.15317401449188,1728.3430709639165,275.53180661577613,425.8236551650222
